customer_id,segment,R,F,M,RFM_score,recency,frequency,monetary,ticket_count,avg_sentiment,return_rate,avg_discount,sessions_30d,last_campaign_received,manual_priority_bucket
CUST00596,High-Value Unhappy,3,4,4,11,50,4,2927.96,3.0,-0.7266666666666667,0.0,0.32499999999999996,13,bundle_discount,medium
CUST00597,High-Value Unhappy,3,4,4,11,52,4,3041.18,2.0,-0.65,0.0,0.345,0,welcome_offer,high
CUST00598,New / Low-Engagement,5,2,2,9,7,2,1082.0300000000002,0.0,,0.0,0.275,20,free_shipping,low
CUST00599,At-Risk,1,4,4,9,169,4,2898.52,1.0,-0.43,0.0,0.2475,2,free_shipping,high
CUST00600,At-Risk,1,3,2,6,263,3,1248.1399999999999,0.0,,0.0,0.3066666666666667,3,none,high
CUST00601,New / Low-Engagement,3,1,1,5,70,1,537.85,0.0,,0.0,0.04,8,free_shipping,medium
CUST00602,New / Low-Engagement,2,1,1,4,91,1,171.18,0.0,,0.0,0.57,5,new_launch,high
CUST00603,Champions,5,5,5,15,10,9,4869.21,4.0,-0.5950000000000001,0.0,0.30777777777777776,12,new_launch,medium
CUST00604,New / Low-Engagement,2,1,1,4,90,1,761.72,0.0,,0.0,0.18,2,none,high
CUST00605,At-Risk,1,4,4,9,160,5,3199.79,2.0,-0.5900000000000001,0.0,0.23399999999999999,8,none,high
CUST00606,New / Low-Engagement,2,1,1,4,120,1,240.15,0.0,,0.0,0.24,7,new_launch,high
CUST00607,At-Risk,1,3,3,7,249,3,2332.76,0.0,,0.0,0.27666666666666667,9,none,high
CUST00608,Loyal Customers,4,3,3,10,27,3,2455.49,1.0,-0.45,0.0,0.3233333333333333,7,welcome_offer,medium
CUST00609,Champions,5,4,5,14,6,5,4581.16,2.0,-0.22499999999999998,0.0,0.40599999999999997,6,bundle_discount,low
CUST00610,Champions,4,4,4,12,22,5,3975.59,2.0,-1.0,0.4,0.34199999999999997,10,new_launch,medium
CUST00611,At-Risk,1,4,4,9,235,4,3472.66,3.0,-0.8566666666666666,0.25,0.2575,5,welcome_offer,high
CUST00612,New / Low-Engagement,3,2,3,8,48,2,2120.98,0.0,,0.0,0.35,9,bundle_discount,medium
CUST00613,Champions,5,5,5,15,4,6,4895.57,2.0,0.05500000000000001,0.0,0.4116666666666666,14,none,medium
CUST00614,New / Low-Engagement,1,1,1,3,196,1,267.96,0.0,,0.0,0.33,1,new_launch,high
CUST00615,New / Low-Engagement,4,1,1,6,34,1,446.03,1.0,-1.0,1.0,0.17,4,new_launch,medium
CUST00616,Champions,4,4,4,12,36,5,2628.3,1.0,-0.67,0.0,0.27599999999999997,10,bundle_discount,medium
CUST00617,Champions,5,5,5,15,14,10,5456.37,5.0,-0.426,0.1,0.41,8,new_launch,low
CUST00618,New / Low-Engagement,2,2,3,7,92,2,1570.53,0.0,,0.0,0.21500000000000002,8,welcome_offer,high
CUST00619,Loyal Customers,5,4,3,12,2,5,2211.2000000000003,0.0,,0.0,0.32,8,welcome_offer,low
CUST00620,New / Low-Engagement,2,1,1,4,90,1,449.48,1.0,-0.27,0.0,0.26,17,new_launch,high
CUST00621,New / Low-Engagement,2,1,1,4,92,1,348.53,0.0,,0.0,0.29,6,bundle_discount,high
CUST00622,At-Risk,1,3,3,7,180,3,2009.7800000000002,0.0,,0.0,0.30666666666666664,1,free_shipping,high
CUST00623,At-Risk,2,4,3,9,108,4,1945.71,2.0,-0.73,0.25,0.3225,18,free_shipping,high
CUST00624,New / Low-Engagement,1,1,1,3,232,1,270.09,0.0,,0.0,0.51,4,new_launch,high
CUST00625,Loyal Customers,3,4,3,10,66,4,2155.58,0.0,,0.0,0.3275,2,none,medium
CUST00626,New / Low-Engagement,5,2,2,9,9,2,1214.38,1.0,-0.18,0.0,0.23,12,free_shipping,medium
CUST00627,Loyal Customers,3,3,4,10,75,3,2765.27,1.0,-0.98,0.0,0.3566666666666667,6,free_shipping,medium
CUST00628,Discount-Sensitive,3,3,2,8,59,3,1099.5900000000001,2.0,-0.47,0.0,0.4566666666666666,9,none,medium
CUST00629,New / Low-Engagement,4,1,1,6,44,1,442.4,0.0,,0.0,0.42,2,none,medium
CUST00630,At-Risk,2,3,3,8,93,3,2512.7,0.0,,0.0,0.2866666666666667,20,welcome_offer,high
CUST00631,High-Value Unhappy,3,5,5,13,68,10,6076.9,2.0,-0.81,0.1,0.388,0,bundle_discount,medium
CUST00632,New / Low-Engagement,3,1,2,6,61,1,1078.63,0.0,,0.0,0.45,11,bundle_discount,medium
CUST00633,New / Low-Engagement,4,1,3,8,33,1,1619.36,0.0,,0.0,0.17,4,none,low
CUST00634,At-Risk,2,4,3,9,118,4,1711.76,2.0,-0.7,0.25,0.22000000000000003,1,bundle_discount,high
CUST00635,New / Low-Engagement,2,1,2,5,134,1,1016.46,0.0,,0.0,0.35,1,bundle_discount,high
CUST00636,New / Low-Engagement,3,2,3,8,72,2,2158.95,0.0,,0.0,0.195,1,free_shipping,medium
CUST00637,Loyal Customers,3,4,5,12,60,5,5246.29,1.0,-0.21,0.0,0.33799999999999997,1,new_launch,high
CUST00638,At-Risk,1,5,4,10,173,6,3093.33,0.0,,0.0,0.3466666666666667,0,none,high
CUST00639,At-Risk,1,3,4,8,369,3,2753.19,0.0,,0.0,0.17333333333333334,1,none,high
CUST00640,Dormant,2,1,1,4,130,1,641.86,0.0,,0.0,0.28,0,welcome_offer,high
CUST00641,Champions,4,5,5,14,35,6,5481.38,1.0,-0.92,0.0,0.3283333333333333,5,welcome_offer,low
CUST00642,Loyal Customers,5,3,3,11,18,3,1654.45,0.0,,0.0,0.4066666666666667,4,bundle_discount,low
CUST00643,New / Low-Engagement,1,1,2,4,155,1,1091.34,0.0,,0.0,0.26,14,none,high
CUST00644,Loyal Customers,3,5,4,12,78,7,3822.27,0.0,,0.0,0.37285714285714283,0,welcome_offer,high
CUST00645,At-Risk,1,3,4,8,252,3,2730.59,2.0,-0.19999999999999998,0.0,0.44333333333333336,0,none,high
CUST00646,At-Risk,2,5,5,12,117,6,5934.01,1.0,-0.55,0.16666666666666666,0.15666666666666668,5,free_shipping,high
CUST00647,New / Low-Engagement,3,1,1,5,64,1,507.52,1.0,0.28,0.0,0.13,2,free_shipping,medium
CUST00648,New / Low-Engagement,4,1,2,7,31,1,1298.17,0.0,,0.0,0.13,3,free_shipping,low
CUST00649,At-Risk,2,5,4,11,124,6,3181.62,4.0,-0.615,0.16666666666666666,0.28,5,none,high
CUST00650,Loyal Customers,3,3,4,10,59,3,2622.0099999999998,0.0,,0.0,0.36333333333333334,6,bundle_discount,medium
CUST00651,Champions,4,5,5,14,34,7,5105.77,0.0,,0.0,0.36,6,none,low
CUST00652,Loyal Customers,3,4,5,12,75,4,4491.29,0.0,,0.0,0.34249999999999997,13,bundle_discount,medium
CUST00653,New / Low-Engagement,4,2,3,9,32,2,2037.83,0.0,,0.0,0.235,19,none,low
CUST00654,Champions,5,5,5,15,8,6,5827.77,2.0,-0.585,0.3333333333333333,0.15,8,welcome_offer,medium
CUST00655,Loyal Customers,3,5,5,13,79,8,5295.41,0.0,,0.0,0.27875,0,none,high
CUST00656,Loyal Customers,3,4,4,11,67,4,3207.37,1.0,-0.91,0.0,0.22999999999999998,16,bundle_discount,medium
CUST00657,New / Low-Engagement,3,4,2,9,63,4,1287.49,1.0,-0.45,0.25,0.325,5,new_launch,medium
CUST00658,New / Low-Engagement,1,2,3,6,219,2,2355.97,1.0,-0.95,0.0,0.27,3,free_shipping,high
CUST00659,New / Low-Engagement,5,1,2,8,16,1,883.27,0.0,,0.0,0.37,21,welcome_offer,low
CUST00660,New / Low-Engagement,4,1,1,6,43,1,573.43,0.0,,0.0,0.16,7,bundle_discount,medium
CUST00661,At-Risk,1,3,2,6,180,3,1105.96,1.0,0.18,0.0,0.3833333333333333,1,welcome_offer,high
CUST00662,New / Low-Engagement,2,1,2,5,124,1,852.96,0.0,,0.0,0.27,2,bundle_discount,high
CUST00663,High-Value Unhappy,3,5,5,13,64,8,5700.78,2.0,-0.7649999999999999,0.125,0.3375,14,none,medium
CUST00664,New / Low-Engagement,5,1,1,7,20,1,237.27,1.0,0.2,0.0,0.34,1,bundle_discount,high
CUST00665,Champions,4,5,5,14,35,9,6480.29,2.0,-0.98,0.1111111111111111,0.1788888888888889,3,new_launch,medium
CUST00666,New / Low-Engagement,5,1,1,7,3,1,540.99,1.0,-0.09,0.0,0.32,1,bundle_discount,high
CUST00667,Champions,4,4,5,13,25,5,5036.26,2.0,-0.67,0.2,0.264,7,free_shipping,low
CUST00668,New / Low-Engagement,4,2,2,8,42,2,952.4100000000001,0.0,,0.0,0.16,3,new_launch,medium
CUST00669,Loyal Customers,3,3,4,10,57,3,2774.7599999999998,0.0,,0.0,0.24333333333333332,1,none,medium
CUST00670,At-Risk,1,4,4,9,242,4,3756.69,1.0,-1.0,0.0,0.345,0,none,high
CUST00671,Champions,5,5,5,15,2,8,5453.93,1.0,0.45,0.0,0.3325,13,bundle_discount,low
CUST00672,New / Low-Engagement,2,1,1,4,141,1,434.37,0.0,,0.0,0.47,10,none,high
CUST00673,New / Low-Engagement,2,1,2,5,118,1,1297.2,0.0,,0.0,0.36,1,none,high
CUST00674,Loyal Customers,3,5,5,13,56,8,4178.67,0.0,,0.0,0.28875,14,free_shipping,medium
CUST00675,At-Risk,2,4,5,11,130,5,6478.51,0.0,,0.0,0.26799999999999996,8,bundle_discount,high
CUST00676,New / Low-Engagement,5,1,1,7,6,1,714.17,1.0,-0.09,0.0,0.4,9,welcome_offer,medium
CUST00677,New / Low-Engagement,5,1,1,7,6,1,291.61,0.0,,0.0,0.36,1,free_shipping,high
CUST00678,New / Low-Engagement,1,2,2,5,196,2,1145.87,0.0,,0.0,0.295,1,none,high
CUST00679,High-Value Unhappy,3,5,5,13,83,8,6252.95,2.0,-0.35,0.0,0.33,3,free_shipping,high
CUST00680,New / Low-Engagement,1,1,2,4,215,1,1087.83,0.0,,0.0,0.29,1,new_launch,high
CUST00681,New / Low-Engagement,1,1,2,4,211,1,1372.4,1.0,-0.4,1.0,0.41,1,welcome_offer,high
CUST00682,New / Low-Engagement,5,1,2,8,19,1,1238.23,1.0,-0.23,0.0,0.17,6,new_launch,medium
CUST00683,Loyal Customers,5,3,4,12,0,3,3422.7,2.0,0.044999999999999984,0.0,0.25,7,none,medium
CUST00684,At-Risk,2,4,3,9,140,4,2472.73,1.0,-0.61,0.0,0.23750000000000002,2,new_launch,high
CUST00685,New / Low-Engagement,5,1,2,8,2,1,1158.09,0.0,,0.0,0.44,3,bundle_discount,low
CUST00686,At-Risk,2,3,2,7,127,3,1409.0900000000001,0.0,,0.0,0.2866666666666667,21,none,high
CUST00687,At-Risk,2,4,5,11,117,5,4129.24,0.0,,0.0,0.23600000000000004,1,welcome_offer,high
CUST00688,Champions,5,4,4,13,13,5,3552.34,1.0,-0.98,0.2,0.274,1,bundle_discount,medium
CUST00689,Loyal Customers,3,4,5,12,70,4,4514.3099999999995,0.0,,0.0,0.1,13,new_launch,medium
CUST00690,Champions,5,4,5,14,4,5,5697.91,1.0,0.28,0.0,0.304,11,welcome_offer,low
CUST00691,Loyal Customers,3,3,4,10,61,3,2927.57,0.0,,0.0,0.42333333333333334,14,none,medium
CUST00692,Loyal Customers,3,3,3,9,58,3,1850.73,0.0,,0.0,0.37333333333333335,0,bundle_discount,high
CUST00693,At-Risk,2,4,5,11,147,5,6136.5,2.0,-0.935,0.0,0.18,0,bundle_discount,high
CUST00694,New / Low-Engagement,3,1,1,5,74,1,345.14,0.0,,0.0,0.23,14,none,medium
CUST00695,New / Low-Engagement,1,1,1,3,198,1,616.85,1.0,0.02,0.0,0.41,4,bundle_discount,high
CUST00696,Champions,4,4,5,13,40,5,4814.21,1.0,-0.17,0.0,0.31,1,bundle_discount,medium
CUST00697,At-Risk,1,4,4,9,247,4,3657.69,1.0,-0.64,0.25,0.2275,1,none,high
CUST00698,Champions,5,5,5,15,14,8,5318.95,4.0,-0.49,0.375,0.25,11,new_launch,medium
CUST00699,Loyal Customers,3,4,3,10,47,4,2191.5099999999998,0.0,,0.0,0.3825,15,free_shipping,medium
CUST00700,Loyal Customers,3,4,4,11,49,4,3589.62,0.0,,0.0,0.1675,1,new_launch,high
CUST00701,At-Risk,2,4,5,11,122,5,6476.26,1.0,0.02,0.0,0.162,10,free_shipping,high
CUST00702,High-Value Unhappy,3,5,5,13,77,6,8044.75,2.0,-0.57,0.16666666666666666,0.21333333333333335,2,none,high
CUST00703,New / Low-Engagement,2,1,1,4,104,1,360.06,0.0,,0.0,0.31,3,none,high
CUST00704,Champions,4,4,4,12,22,4,3057.83,1.0,-0.46,0.0,0.3275,12,new_launch,low
CUST00705,New / Low-Engagement,5,1,2,8,12,1,872.61,1.0,-0.64,1.0,0.0,1,new_launch,high
CUST00706,New / Low-Engagement,5,1,1,7,2,1,439.07,0.0,,0.0,0.33,2,bundle_discount,low
CUST00707,At-Risk,1,3,3,7,189,3,2254.12,2.0,-0.99,0.0,0.22333333333333336,10,free_shipping,high
CUST00708,Champions,4,5,5,14,45,6,5342.67,1.0,-0.54,0.0,0.3283333333333333,5,free_shipping,medium
CUST00709,Dormant,2,1,3,6,129,1,1966.47,0.0,,0.0,0.13,0,bundle_discount,high
CUST00710,Champions,5,5,5,15,16,8,5514.42,2.0,-0.35,0.0,0.28875,8,free_shipping,low
CUST00711,Champions,5,5,5,15,19,8,5430.3,2.0,-0.995,0.125,0.41000000000000003,10,new_launch,medium
CUST00712,Loyal Customers,5,4,3,12,4,4,1928.79,1.0,-0.48,0.0,0.3225,2,bundle_discount,low
CUST00713,Champions,5,5,5,15,3,9,9076.15,3.0,-0.2733333333333333,0.1111111111111111,0.3022222222222222,10,bundle_discount,medium
CUST00714,Champions,4,5,4,13,40,6,2681.75,1.0,-0.77,0.16666666666666666,0.385,2,bundle_discount,medium
CUST00715,Discount-Sensitive,4,3,2,9,25,3,954.63,0.0,,0.0,0.5166666666666666,4,bundle_discount,low
CUST00716,Champions,5,5,4,14,6,6,2828.0600000000004,1.0,-0.91,0.0,0.37000000000000005,14,welcome_offer,medium
CUST00717,New / Low-Engagement,5,1,2,8,0,1,884.85,0.0,,0.0,0.31,6,welcome_offer,low
CUST00718,New / Low-Engagement,2,2,1,5,117,2,697.62,0.0,,0.0,0.325,2,bundle_discount,high
CUST00719,At-Risk,1,4,4,9,168,4,2610.39,1.0,0.16,0.25,0.37,2,free_shipping,high
CUST00720,At-Risk,1,4,4,9,291,5,3086.61,2.0,-0.675,0.2,0.406,1,welcome_offer,high
CUST00721,New / Low-Engagement,5,1,3,9,14,1,1856.99,0.0,,0.0,0.1,8,bundle_discount,low
CUST00722,New / Low-Engagement,4,1,1,6,30,1,256.54,1.0,-1.0,1.0,0.6,1,welcome_offer,high
CUST00723,New / Low-Engagement,3,1,1,5,69,1,546.81,0.0,,0.0,0.1,7,bundle_discount,medium
CUST00724,New / Low-Engagement,5,2,2,9,8,2,1014.94,0.0,,0.0,0.12,8,welcome_offer,low
CUST00725,At-Risk,2,3,3,8,141,3,2162.5,0.0,,0.0,0.37333333333333335,0,new_launch,high
CUST00726,At-Risk,2,5,5,12,98,10,7976.49,4.0,-0.31,0.1,0.33899999999999997,10,none,high
CUST00727,Champions,5,4,4,13,8,5,3822.01,1.0,-0.6,0.2,0.32,10,bundle_discount,low
CUST00728,New / Low-Engagement,3,1,1,5,66,1,396.38,1.0,-0.77,1.0,0.22,6,free_shipping,medium
CUST00729,New / Low-Engagement,2,1,2,5,140,1,1324.83,0.0,,0.0,0.38,1,welcome_offer,high
CUST00730,New / Low-Engagement,1,2,3,6,232,2,1923.08,0.0,,0.0,0.32999999999999996,3,new_launch,high
CUST00731,New / Low-Engagement,2,2,2,6,136,2,1457.58,0.0,,0.0,0.38,2,welcome_offer,high
CUST00732,New / Low-Engagement,5,1,1,7,6,1,402.61,1.0,-0.42,0.0,0.13,6,welcome_offer,medium
CUST00733,Loyal Customers,3,3,3,9,66,3,1661.19,0.0,,0.0,0.19666666666666668,5,none,medium
CUST00734,At-Risk,2,4,5,11,89,5,4981.82,2.0,-0.665,0.2,0.366,6,welcome_offer,high
CUST00735,Loyal Customers,5,4,3,12,12,4,1973.4,1.0,0.12,0.0,0.47000000000000003,1,new_launch,low
CUST00736,Loyal Customers,3,3,3,9,66,3,1727.68,0.0,,0.0,0.35333333333333333,3,none,medium
CUST00737,New / Low-Engagement,4,1,2,7,24,1,872.88,0.0,,0.0,0.16,1,bundle_discount,high
CUST00738,New / Low-Engagement,3,1,1,5,78,1,545.24,1.0,-1.0,1.0,0.18,8,new_launch,high
CUST00739,New / Low-Engagement,4,1,2,7,24,1,1047.95,0.0,,0.0,0.27,8,welcome_offer,low
CUST00740,At-Risk,1,4,5,10,261,5,4065.24,1.0,-0.39,0.2,0.37,5,new_launch,high
CUST00741,At-Risk,1,3,3,7,225,3,1798.7,0.0,,0.0,0.23,3,new_launch,high
CUST00742,New / Low-Engagement,3,2,2,7,49,2,1288.91,0.0,,0.0,0.365,5,bundle_discount,medium
CUST00743,Champions,5,4,4,13,1,5,2957.78,1.0,-1.0,0.2,0.294,3,new_launch,low
CUST00744,New / Low-Engagement,3,2,2,7,65,2,1108.58,0.0,,0.0,0.14,2,free_shipping,medium
CUST00745,New / Low-Engagement,5,1,2,8,1,1,1077.53,0.0,,0.0,0.28,14,welcome_offer,low
CUST00746,Dormant,1,2,3,6,177,2,1625.12,0.0,,0.0,0.46,0,welcome_offer,high
CUST00747,New / Low-Engagement,5,1,2,8,11,1,1123.87,1.0,-0.65,0.0,0.31,13,none,medium
CUST00748,Loyal Customers,3,5,5,13,58,7,4244.5,1.0,0.26,0.0,0.1942857142857143,5,welcome_offer,medium
CUST00749,Discount-Sensitive,5,2,2,9,11,2,1514.65,0.0,,0.0,0.475,13,bundle_discount,low
CUST00750,Loyal Customers,3,3,3,9,49,3,2474.98,0.0,,0.0,0.36333333333333334,8,welcome_offer,medium
CUST00751,New / Low-Engagement,5,1,1,7,15,1,657.24,0.0,,0.0,0.21,8,new_launch,low
CUST00752,New / Low-Engagement,2,2,2,6,97,2,1319.5500000000002,1.0,-0.69,0.0,0.23500000000000001,2,welcome_offer,high
CUST00753,New / Low-Engagement,2,1,2,5,143,1,1093.17,0.0,,0.0,0.16,9,new_launch,high
CUST00754,New / Low-Engagement,4,2,4,10,37,2,3639.05,1.0,-0.67,0.0,0.13,18,welcome_offer,medium
CUST00755,New / Low-Engagement,1,2,3,6,200,2,1585.3600000000001,1.0,-1.0,0.5,0.27999999999999997,12,none,high
CUST00756,At-Risk,2,3,4,9,113,3,3223.87,2.0,0.02500000000000001,0.0,0.19666666666666668,0,free_shipping,high
CUST00757,Loyal Customers,5,3,3,11,8,3,1807.24,0.0,,0.0,0.38000000000000006,4,free_shipping,low
CUST00758,Loyal Customers,3,5,5,13,78,10,6808.01,0.0,,0.0,0.27,13,none,high
CUST00759,New / Low-Engagement,4,2,3,9,38,2,1562.24,0.0,,0.0,0.26,4,free_shipping,medium
CUST00760,New / Low-Engagement,1,2,2,5,162,2,1132.19,1.0,-1.0,0.5,0.28,1,bundle_discount,high
CUST00761,New / Low-Engagement,1,2,2,5,193,2,1069.58,0.0,,0.0,0.145,1,new_launch,high
CUST00762,New / Low-Engagement,4,2,4,10,46,2,2784.5699999999997,1.0,0.6,0.5,0.24,8,bundle_discount,medium
CUST00763,At-Risk,1,4,5,10,188,4,4210.57,0.0,,0.0,0.2375,0,welcome_offer,high
CUST00764,Champions,4,4,4,12,23,4,3245.93,0.0,,0.0,0.2475,8,welcome_offer,low
CUST00765,At-Risk,2,3,4,9,98,3,2692.35,1.0,0.02,0.0,0.34,2,welcome_offer,high
CUST00766,New / Low-Engagement,1,2,3,6,166,2,1783.35,0.0,,0.0,0.305,7,welcome_offer,high
CUST00767,High-Value Unhappy,3,5,4,12,75,7,3498.46,3.0,-0.7399999999999999,0.0,0.3314285714285714,7,new_launch,medium
CUST00768,Loyal Customers,4,3,3,10,21,3,2361.23,1.0,-0.9,0.0,0.21666666666666667,3,bundle_discount,medium
CUST00769,Champions,5,5,4,14,18,6,2815.44,2.0,-0.365,0.0,0.29333333333333333,2,none,low
CUST00770,Loyal Customers,4,3,4,11,27,3,2711.16,1.0,-0.91,0.0,0.19999999999999998,12,welcome_offer,medium
CUST00771,New / Low-Engagement,2,1,1,4,90,1,456.76,1.0,-0.61,0.0,0.41,8,none,high
CUST00772,At-Risk,1,3,4,8,190,3,3114.63,0.0,,0.0,0.2833333333333333,9,free_shipping,high
CUST00773,Loyal Customers,3,3,3,9,71,3,2278.26,1.0,-0.36,0.0,0.25666666666666665,4,none,medium
CUST00774,At-Risk,2,3,2,7,101,3,1439.8,0.0,,0.0,0.10666666666666667,2,bundle_discount,high
CUST00775,New / Low-Engagement,4,1,2,7,23,1,1298.92,0.0,,0.0,0.23,8,new_launch,low
CUST00776,At-Risk,2,4,4,10,135,4,3024.9399999999996,0.0,,0.0,0.245,0,welcome_offer,high
CUST00777,New / Low-Engagement,5,1,1,7,10,1,720.41,0.0,,0.0,0.32,2,free_shipping,low
CUST00778,At-Risk,1,4,4,9,331,4,3444.29,1.0,-0.58,0.0,0.155,1,bundle_discount,high
CUST00779,New / Low-Engagement,5,1,1,7,6,1,416.15,0.0,,0.0,0.49,3,none,low
CUST00780,Champions,4,4,4,12,36,4,3232.4,3.0,-0.1633333333333333,0.25,0.29000000000000004,12,new_launch,medium
CUST00781,New / Low-Engagement,3,1,1,5,49,1,442.8,0.0,,0.0,0.38,4,free_shipping,medium
CUST00782,New / Low-Engagement,1,1,1,3,194,1,505.28,0.0,,0.0,0.31,1,welcome_offer,high
CUST00783,At-Risk,1,5,5,11,232,6,4123.36,1.0,0.92,0.0,0.37333333333333335,3,none,high
CUST00784,Champions,4,4,4,12,45,5,3103.73,0.0,,0.0,0.248,11,bundle_discount,medium
CUST00785,Champions,5,5,4,14,11,6,3144.23,1.0,-1.0,0.0,0.33,5,none,low
CUST00786,At-Risk,1,4,5,10,150,5,5359.3,3.0,-0.3433333333333333,0.2,0.11400000000000002,1,none,high
CUST00787,Loyal Customers,3,5,5,13,48,7,5769.13,2.0,0.125,0.0,0.27714285714285714,2,bundle_discount,medium
CUST00788,New / Low-Engagement,3,1,2,6,49,1,1408.44,0.0,,0.0,0.39,8,none,medium
CUST00789,Loyal Customers,3,3,3,9,55,3,1689.1100000000001,0.0,,0.0,0.2866666666666667,1,new_launch,high
CUST00790,New / Low-Engagement,3,1,1,5,78,1,458.83,1.0,-0.32,0.0,0.19,9,new_launch,high
CUST00791,Dormant,1,1,2,4,230,1,1187.93,1.0,-0.03,0.0,0.38,0,free_shipping,high
CUST00792,At-Risk,1,5,4,10,148,6,2976.79,1.0,-0.2,0.0,0.4583333333333333,4,bundle_discount,high
CUST00793,At-Risk,2,3,3,8,113,3,2463.2,0.0,,0.0,0.39666666666666667,1,welcome_offer,high
CUST00794,At-Risk,1,4,4,9,171,5,2824.37,2.0,-0.585,0.0,0.198,7,new_launch,high
CUST00795,At-Risk,2,4,4,10,138,4,3787.58,0.0,,0.0,0.2,2,new_launch,high
CUST00796,At-Risk,1,3,5,9,151,3,5388.48,0.0,,0.0,0.22333333333333336,8,free_shipping,high
CUST00797,Champions,5,4,4,13,9,5,2975.27,0.0,,0.0,0.264,7,welcome_offer,low
CUST00798,Loyal Customers,3,5,5,13,57,10,6339.86,1.0,-0.59,0.0,0.278,8,free_shipping,medium
CUST00799,Loyal Customers,3,5,4,12,56,6,3798.88,1.0,-0.59,0.0,0.2816666666666667,2,free_shipping,medium
CUST00800,Champions,5,5,5,15,12,10,9558.37,4.0,-0.07,0.2,0.18,7,none,low
CUST00801,Loyal Customers,3,3,4,10,76,3,3345.79,1.0,-0.51,0.0,0.26,1,new_launch,high
CUST00802,New / Low-Engagement,1,1,3,5,201,1,1787.0,0.0,,0.0,0.28,1,bundle_discount,high
CUST00803,Loyal Customers,3,5,5,13,53,7,5289.43,1.0,-0.2,0.0,0.24571428571428572,2,bundle_discount,medium
CUST00804,New / Low-Engagement,5,1,2,8,14,1,969.91,0.0,,0.0,0.22,7,bundle_discount,low
CUST00805,New / Low-Engagement,4,1,2,7,41,1,780.79,0.0,,0.0,0.11,8,free_shipping,medium
CUST00806,New / Low-Engagement,4,1,2,7,21,1,976.95,0.0,,0.0,0.46,11,bundle_discount,low
CUST00807,New / Low-Engagement,2,2,3,7,112,2,1827.0300000000002,0.0,,0.0,0.19,4,bundle_discount,high
CUST00808,High-Value Unhappy,3,4,4,11,53,5,2738.81,2.0,-0.635,0.2,0.4,16,bundle_discount,medium
CUST00809,High-Value Unhappy,4,3,3,10,22,3,1886.26,2.0,-0.73,0.3333333333333333,0.3133333333333333,12,bundle_discount,medium
CUST00810,Dormant,1,1,1,3,217,1,528.93,0.0,,0.0,0.37,0,welcome_offer,high
CUST00811,At-Risk,1,5,4,10,184,6,3477.9399999999996,0.0,,0.0,0.3983333333333334,2,welcome_offer,high
CUST00812,Dormant,1,1,1,3,189,1,383.16,0.0,,0.0,0.25,0,welcome_offer,high
CUST00813,Champions,5,5,5,15,5,9,9628.83,4.0,-0.23500000000000004,0.0,0.18666666666666668,11,none,medium
CUST00814,At-Risk,2,3,4,9,88,3,3998.29,0.0,,0.0,0.2733333333333334,14,free_shipping,high
CUST00815,At-Risk,2,3,4,9,137,3,3282.1400000000003,2.0,-0.07499999999999996,0.0,0.20333333333333334,3,new_launch,high
CUST00816,New / Low-Engagement,3,2,4,9,59,2,2688.92,1.0,-0.4,0.0,0.3,7,free_shipping,medium
CUST00817,Champions,5,5,5,15,9,14,11008.85,1.0,-0.61,0.0,0.32642857142857146,13,bundle_discount,low
CUST00818,New / Low-Engagement,2,1,2,5,147,1,988.84,1.0,-1.0,0.0,0.12,1,new_launch,high
CUST00819,Loyal Customers,4,4,3,11,28,4,2164.49,1.0,-0.67,0.0,0.1775,5,none,low
CUST00820,Discount-Sensitive,1,2,2,5,189,2,935.6700000000001,0.0,,0.0,0.44,4,bundle_discount,high
CUST00821,At-Risk,2,3,2,7,94,3,1248.56,2.0,-0.21999999999999997,0.3333333333333333,0.29666666666666663,6,none,high
CUST00822,Loyal Customers,3,5,5,13,76,6,4218.62,1.0,0.77,0.0,0.3183333333333333,10,new_launch,high
CUST00823,At-Risk,2,5,4,11,146,8,3291.63,3.0,-0.6266666666666666,0.25,0.24625,2,new_launch,high
CUST00824,Champions,5,4,4,13,4,4,2566.4900000000002,0.0,,0.0,0.18,4,free_shipping,low
CUST00825,New / Low-Engagement,2,1,1,4,97,1,410.77,0.0,,0.0,0.25,3,bundle_discount,high
CUST00826,At-Risk,1,5,5,11,158,10,8171.4,2.0,0.195,0.0,0.332,9,none,high
CUST00827,New / Low-Engagement,3,1,3,7,57,1,1699.04,0.0,,0.0,0.16,4,welcome_offer,medium
CUST00828,New / Low-Engagement,2,1,1,4,90,1,355.91,0.0,,0.0,0.39,5,none,high
CUST00829,Loyal Customers,3,5,5,13,62,10,6268.52,1.0,-0.73,0.0,0.316,9,new_launch,medium
CUST00830,Loyal Customers,5,3,3,11,19,3,1613.9499999999998,0.0,,0.0,0.38999999999999996,11,welcome_offer,low
CUST00831,New / Low-Engagement,5,2,2,9,6,2,994.8299999999999,2.0,-0.635,0.0,0.375,11,new_launch,medium
CUST00832,New / Low-Engagement,5,1,1,7,0,1,716.8,0.0,,0.0,0.16,9,free_shipping,low
CUST00833,New / Low-Engagement,3,1,2,6,67,1,1142.84,0.0,,0.0,0.49,6,welcome_offer,medium
CUST00834,Loyal Customers,5,4,3,12,2,4,2049.66,1.0,0.36,0.0,0.48,6,bundle_discount,low
